school_number,school_name,high_school,middle_school,elementary_school
8105,Pittsburgh Obama 6-12,0,0,1
6047,Pittsburgh Oliver,0,0,1
8300,Pittsburgh Online Academy,0,0,1
416,Pittsburgh Perry HS,1,0,0
395,Pittsburgh Phillips K-5,0,0,1
6664,Pittsburgh Pioneer,0,0,1
7742,Pittsburgh Roosevelt K -5,0,0,1
379,Pittsburgh Schiller 6-8,0,0,1
8107,Pittsburgh Science and Technology Academ,0,0,1
7693,Pittsburgh South Brook 6-8,0,0,1
7888,Pittsburgh South Hills 6-8,0,0,1
7916,Pittsburgh Spring Garden Early Childhood,0,0,1
7362,Pittsburgh Spring Hill K-5,0,0,1
7039,Pittsburgh Sterrett 6-8,0,0,1
7884,Pittsburgh Sunnyside K-8,0,0,1
7876,Pittsburgh Weil K-8,0,0,1
7694,Pittsburgh West Liberty K-5,0,0,1
7877,Pittsburgh Westwood K-8,0,0,1
7885,Pittsburgh Whittier K-5,0,0,1
7502,Pittsburgh Woolslair K-5,0,0,1
7730,Martin F Quinn Pittston Area Primary Ctr,0,0,1
6385,Pittston Area MS,0,1,0
5058,Pittston Area SHS,1,0,0
6622,Pittston City Intrmd Ctr,0,0,1
7434,Pleasant Valley El Sch,0,0,1
3210,Pleasant Valley HS,1,0,0
7660,Pleasant Valley Intrmd Sch,0,0,1
7183,Pleasant Valley MS,0,1,0
8354,Holiday Park Intermediate Sch,0,0,1
427,O'Block El Sch,0,0,1
7193,Pivik El Sch,0,0,1
5105,Plum MS,0,1,0
435,Plum SHS,1,0,0
7482,Clear Run El Ctr,0,0,1
8236,Clear Run Intrmd Sch,0,0,1
3216,Pocono Mountain East HS,1,0,0
8010,Pocono Mountain East JHS,1,0,0
7738,Pocono Mountain West HS,1,0,0
7867,Pocono Mountain West JHS,1,0,0
7739,Swiftwater El Ctr,0,0,1
8281,Swiftwater Interm Sch,0,0,1
3214,Tobyhanna El Ctr,0,0,1
7055,Port Allegany El Sch,0,0,1
3111,Port Allegany JSHS,1,0,0
7984,Portage Area El Sch,0,0,1
1270,Portage Area JSHS,1,0,0
3334,Lower Pottsgrove El Sch,0,0,1
6746,Pottsgrove MS,0,1,0
3338,Pottsgrove SHS,1,0,0
3337,Ringing Rocks El Sch,0,0,1
3336,West Pottsgrove El Sch,0,0,1
3345,Barth El Sch,0,0,1
3339,Franklin El Sch,0,0,1
3341,Lincoln El Sch,0,0,1
3346,Pottstown MS,0,1,0
3348,Pottstown SHS,1,0,0
3342,Rupert El Sch,0,0,1
3915,Clarke El Ctr,0,0,1
5265,Lengel MS,0,1,0
3924,Pottsville Area HS,1,0,0
8260,Premier Arts and Science CS,1,0,0
7540,Preparatory CS of Mathematics Science Te,1,0,0
8129,Propel CS-Braddock Hills,1,0,0
7848,Propel CS-East,1,0,0
8306,Propel CS-Hazelwood,1,0,0
7772,Propel CS-Homestead,1,0,0
7831,Propel CS-McKeesport,1,0,0
7832,Propel CS-Montour,1,0,0
8193,Propel CS-Northside,1,0,0
8218,Propel CS-Pitcairn,1,0,0
8362,Provident CS,1,0,0
8437,Punxsutawney Area El Sch,0,0,1
6165,Punxsutawney Area HS,1,0,0
6893,Purchase Line El Sch,0,0,1
2350,Purchase Line JSHS,1,0,0
6108,Edgeworth El Sch,0,0,1
6852,Osborne El Sch,0,0,1
448,Quaker Valley HS,1,0,0
447,Quaker Valley MS,0,1,0
8410,6th Grade Center,1,0,0
1122,Neidig El Sch,0,0,1
7836,Pfaff El Sch,0,0,1
1128,Quakertown Community HS,1,0,0
5132,Quakertown El Sch,0,0,1
1121,Richland El Sch,0,0,1
4965,Strayer MS,0,1,0
7630,Trumbauersville El Sch,0,0,1
6510,Ithan El Sch,0,0,1
7697,Radnor El Sch,0,0,1
6511,Radnor MS,0,1,0
1921,Radnor SHS,1,0,0
6512,Wayne El Sch,0,0,1
8366,Reach Cyber CS,1,0,0
5275,Reading Muhlenberg CTC,0,0,1
840,Amanda E Stout El Sch,0,0,1
8117,Central MS,0,1,0
844,Glenside El Sch,0,0,1
852,Lauers Park El Sch,0,0,1
8247,Millmont El Sch,0,0,1
858,Northeast MS,0,1,0
5206,Northwest El Sch,0,0,1
856,Northwest MS,0,1,0
8116,Reading SHS,1,0,0
845,Riverside El Sch,0,0,1
5028,Sixteenth & Haak El Sch,0,0,1
855,Southern MS,0,1,0
8457,Southwest MS,0,1,0
5026,Tenth & Green El Sch,0,0,1
7484,Tenth & Penn El Sch,0,0,1
5027,Thirteenth & Green El Sch,0,0,1
832,Thirteenth & Union El Sch,0,0,1
5025,Twelfth & Marion El Sch,0,0,1
831,Tyson-Schoener El Sch,0,0,1
6837,Clearview El Sch,0,0,1
8050,Larry J. Macaluso El Sch,0,0,1
4593,Locust Grove El Sch,0,0,1
4595,Mazie Gable El Sch,0,0,1
4589,N Hopewell-Winterstown El Sch,0,0,1
5362,Pleasant View El Sch,0,0,1
4597,Red Lion Area JHS,1,0,0
4598,Red Lion Area SHS,1,0,0
1495,Redbank Valley HS,1,0,0
8168,Redbank Valley Intrmd Sch,0,0,1
8169,Redbank Valley Primary School,0,0,1
7636,Renaissance Academy CS,1,0,0
3164,Reynolds El Sch,0,0,1
3165,Reynolds JSHS,1,0,0
7684,Richard Allen Preparatory CS,1,0,0
1278,Richland El Sch,0,0,1
7941,Richland HS,1,0,0
7413,Francis S Grandinetti El Sch,0,0,1
1989,Ridgway Area HS,1,0,0
6805,Ridgway Area MS,0,1,0
1925,Amosland El Sch,0,0,1
5043,Eddystone El Sch,0,0,1
1926,Edgewood El Sch,0,0,1
1928,Grace Park El Sch,0,0,1
4705,Lakeview El Sch,0,0,1
1930,Leedom El Sch,0,0,1
1934,Ridley HS,1,0,0
7218,Ridley MS,0,1,0
1932,Woodlyn El Sch,0,0,1
4268,Ringgold El Sch North,0,0,1
8197,Ringgold El Sch South,0,0,1
8103,Ringgold MS,0,1,0
7019,Ringgold SHS,1,0,0
7418,Blairsville El Sch,0,0,1
8487,River Valley HS,1,0,0
8490,River Valley MS,0,1,0
2352,Saltsburg El Sch,0,0,1
8189,Riverside El Sch,0,0,1
700,Riverside HS,1,0,0
8188,Riverside MS,0,1,0
5093,Riverside El Sch East,0,0,1
6748,Riverside El Sch West,0,0,1
2496,Riverside JSHS,1,0,0
0,Riverview IU 6,0,0,1
6928,Riverview JSHS,1,0,0
295,Tenth Street El Sch,0,0,1
6109,Verner El Sch,0,0,1
7532,Robert Benjamin Wiley Community CS,1,0,0
8401,Roberto Clemente CS,1,0,0
7333,Rochester Area El Sch,0,0,1
8000,Rochester High School,0,0,1
8279,Rochester MS,0,1,0
6209,Rockwood Area El Sch,0,0,1
6210,Rockwood Area JSHS,1,0,0
1940,Glenwood El Sch,0,0,1
7365,Indian Lane El Sch,0,0,1
6514,Media El Sch,0,0,1
1942,Penncrest HS,1,0,0
1937,Rose Tree El Sch,0,0,1
6625,Springton Lake MS,0,1,0
7677,Russell Byers CS,1,0,0
3930,Saint Clair Area El/MS,0,1,0
1978,Bennetts Valley El Sch,0,0,1
1991,Fox Twp El Sch,0,0,1
6697,South St Marys Street El Sch,0,0,1
1992,St Marys Area MS,0,1,0
5169,St Marys Area SHS,1,0,0
6864,Salisbury El Sch,0,0,1
5365,Salisbury MS,0,1,0
2833,Salisbury SHS,1,0,0
6818,Salisbury-Elk Lick El Sch,0,0,1
4002,Salisbury-Elk Lick JSHS,1,0,0
8083,Sankofa Freedom Academy CS,1,0,0
3485,Saucon Valley El Sch,0,0,1
7210,Saucon Valley MS,0,1,0
5352,Saucon Valley SHS,1,0,0
965,Sayre Area HS,1,0,0
6713,Snyder El Sch,0,0,1
7568,School Lane CS,1,0,0
7331,Schuylkill Haven El Ctr,0,0,1
3935,Schuylkill Haven MS,0,1,0
5264,Schuylkill Haven SHS,1,0,0
0,Schuylkill IU 29,0,0,1
6587,Schuylkill Technology Centers-North Camp,1,0,0
7066,Schuylkill Technology Centers-South Camp,1,0,0
7429,Schuylkill Valley El Sch,0,0,1
864,Schuylkill Valley HS,1,0,0
6888,Schuylkill Valley MS,0,1,0
5149,Charles Sumner #18,0,0,1
2474,Frances Willard #32,0,0,1
2481,Isaac Tripp El Sch,0,0,1
2455,John Adams #4,0,0,1
4736,John F. Kennedy #7,0,0,1
4858,John G Whittier #2,0,0,1
6970,McNichols Plaza,0,0,1
5232,Neil Armstrong #40,0,0,1
7700,Northeast Intrmd Sch,0,0,1
4952,Robert Morris #27,0,0,1
6413,Scranton HS,1,0,0
2487,South Scranton Intrmd Sch,0,0,1
2489,West Scranton HS,1,0,0
6791,West Scranton Intrmd Sch,0,0,1
4857,William Prescott #38,0,0,1
3968,Selinsgrove Area El Sch,0,0,1
3969,Selinsgrove Area HS,1,0,0
6817,Selinsgrove Area MS,0,1,0
7507,Selinsgrove Intrmd Sch,0,0,1
7013,Seneca Highlands Career and Technical Ce,0,0,1
0,Seneca Highlands IU 9,0,0,1
1178,Connoquenessing Valley El Sch,0,0,1
1180,Ehrman Crest El Sch,0,0,1
7488,Ehrman Crest MS,0,1,0
4907,Haine El Sch,0,0,1
7489,Haine MS,0,1,0
1179,Rowan El Sch,0,0,1
5311,Ryan Gloyer MS,0,1,0
8318,Seneca Valley HS,1,0,0
8084,Seven Generations CS,1,0,0
6594,Cairnbrook El Sch,0,0,1
4006,Shade JSHS,1,0,0
4696,Burchfield Primary Sch,0,0,1
5101,Marzolf Primary Sch,0,0,1
4843,Reserve Primary Sch,0,0,1
458,Scott Primary Sch,0,0,1
8001,Shaler Area El Sch,0,0,1
460,Shaler Area HS,1,0,0
8002,Shaler Area MS,0,1,0
7009,Shamokin Area El Sch,0,0,1
7893,Shamokin Area HS,1,0,0
8283,Shamokin Area Intermediate Sch,0,0,1
7892,Shamokin Area MS,0,1,0
7397,Shanksville-Stonycreek El Sch,0,0,1
6800,Shanksville-Stonycreek HS,1,0,0
7398,Shanksville-Stonycreek MS,0,1,0
3173,Case Avenue El Sch,0,0,1
3170,Musser El Sch,0,0,1
8093,Sharon HS,1,0,0
8092,Sharon MS,0,1,0
3171,West Hill El Sch,0,0,1
7705,Sharpsville Area El Sch,0,0,1
7387,Sharpsville Area MS,0,1,0
3124,Sharpsville Area SHS,1,0,0
3938,Shenandoah Valley El Sch,0,0,1
3940,Shenandoah Valley JSHS,1,0,0
2706,Shenango El Sch,0,0,1
2708,Shenango HS,1,0,0
7741,Chief Shikellamy Sch,0,0,1
3567,Oaklyn Sch,0,0,1
3549,Priestley Sch,0,0,1
3569,Shikellamy HS,1,0,0
8372,Shikellamy MS,0,1,0
1724,Grace B Luhrs Univ Elem,0,0,1
7925,James Burd El Sch,0,0,1
7924,Nancy Grayson El Sch,0,0,1
1729,Shippensburg Area MS,0,1,0
5221,Shippensburg Area SHS,1,0,0
7921,Shippensburg Intrm Sch,0,0,1
1169,Moraine El Sch,0,0,1
1171,Slippery Rock Area El Sch,0,0,1
1172,Slippery Rock Area HS,1,0,0
6647,Slippery Rock Area MS,0,1,0
3116,Smethport Area El Sch,0,0,1
3117,Smethport Area JSHS,1,0,0
2656,Bart-Colerain El Sch,0,0,1
7354,Clermont El Sch,0,0,1
2654,Providence El Sch,0,0,1
2655,Quarryville El Sch,0,0,1
2657,Smith MS,0,1,0
2658,Solanco HS,1,0,0
5054,Swift MS,0,1,0
7481,Eagle View El Sch,0,0,1
4009,Maple Ridge El Sch,0,0,1
8274,Somerset Area Jr-Sr HS,1,0,0
6660,Somerset County Technology Center,1,0,0
3357,E M Crouthamel El Sch,0,0,1
3266,Franconia El Sch,0,0,1
8062,Indian Crest MS,0,1,0
4722,Indian Valley MS,0,1,0
7262,Oak Ridge El Sch,0,0,1
8282,Salford Hills El Sch,0,0,1
3354,Souderton Area SHS,1,0,0
7752,Vernfield El Sch,0,0,1
4900,West Broad Street El Sch,0,0,1
7638,Souderton CS Collaborative,1,0,0
7751,South Allegheny El Sch,0,0,1
8459,South Allegheny HS,1,0,0
8460,South Allegheny MS,0,1,0
4599,Delta-Peach Bottom El Sch,0,0,1
4601,Fawn Area El Sch,0,0,1
4602,Kennard-Dale HS,1,0,0
6832,South Eastern Intrmd Sch,0,0,1
7699,South Eastern MS,0,1,0
4600,Stewartstown El Sch,0,0,1
8263,South Fayette Intermediate Sch,0,0,1
7490,South Fayette MS,0,1,0
468,South Fayette Twp El Sch,0,0,1
470,South Fayette Twp HS,1,0,0
6328,Boiling Springs HS,1,0,0
8402,Iron Forge El Sch,0,0,1
1730,W.G. Rice El Sch,0,0,1
7611,Yellow Breeches MS,0,1,0
7527,South Mountain Secure Trmnt Un,0,0,1
7682,South Park Elem Center,1,0,0
6906,South Park MS,0,1,0
467,South Park SHS,1,0,0
6568,South Side El Sch,0,0,1
714,South Side HS,1,0,0
6937,South Side MS,0,1,0
4603,Baresville El Sch,0,0,1
6641,Emory H Markle MS,0,1,0
4605,Manheim El Sch,0,0,1
4606,Park Hills El Sch,0,0,1
4608,South Western SHS,1,0,0
4607,West Manheim El Sch,0,0,1
3054,Central El Sch,0,0,1
7719,Rommelt El Sch,0,0,1
3056,South Williamsport Area JSHS,1,0,0
6516,Academy Park HS,1,0,0
1861,Darby Twp Sch,0,0,1
6505,Delcroft Sch,0,0,1
6501,Harris Sch,0,0,1
1943,Sharon Hill Sch,0,0,1
7946,Southeast Delco Kindergarten Center,1,0,0
2271,Bobtown El Sch,0,0,1
2284,Mapletown JSHS,1,0,0
6900,Hartman El Ctr,0,0,1
1627,Southern Columbia HS,1,0,0
7668,Southern Columbia MS,0,1,0
7391,Southern Fulton El Sch,0,0,1
2253,Southern Fulton JSHS,1,0,0
2309,Rockhill El Sch,0,0,1
2310,Shade Gap El Sch,0,0,1
2313,Southern Huntingdon Co HS/MS,1,1,0
2312,Spring Farms El Sch,0,0,1
8072,Hopewell El Sch,0,0,1
8073,Liberty Bell El Sch,0,0,1
8075,Southern Lehigh Intermediate Sch,0,0,1
4808,Southern Lehigh MS,0,1,0
2839,Southern Lehigh SHS,1,0,0
4070,Blossburg El Sch,0,0,1
4062,Liberty El Sch,0,0,1
4064,North Penn-Liberty JSHS,1,0,0
4068,North Penn-Mansfield JSHS,1,0,0
4839,Warren L Miller El Sch,0,0,1
4613,Friendship El Sch,0,0,1
7556,Shrewsbury El Sch,0,0,1
6692,Southern El Sch,0,0,1
6286,Southern MS,0,1,0
4614,Susquehannock HS,1,0,0
6932,Southmoreland El Sch,0,0,1
8102,Southmoreland MS,0,1,0
7978,Southmoreland Primary Center,1,0,0
6191,Southmoreland SHS,1,0,0
7960,Southwest Leadership Academy CS,1,0,0
7648,Spectrum CS,1,0,0
941,Central HS,1,0,0
936,Martinsburg El Sch,0,0,1
8076,Spring Cove El Sch,0,0,1
5130,Spring Cove MS,0,1,0
4617,New Salem El Sch,0,0,1
4620,Paradise El Sch,0,0,1
4623,Spring Grove Area HS,1,0,0
4622,Spring Grove Area Intrmd Sch,0,0,1
6725,Spring Grove Area MS,0,1,0
4618,Spring Grove El Sch,0,0,1
1949,Richardson MS,0,1,0
6518,Sabold El Sch,0,0,1
6519,Scenic Hills El Sch,0,0,1
1950,Springfield HS,1,0,0
8134,Springfield Literacy Center,1,0,0
3368,Springfield Twp El Sch-Enfield,0,0,1
3370,Springfield Twp El Sch-Erdenhm,0,0,1
3376,Springfield Twp HS,1,0,0
3375,Springfield Twp MS,0,1,0
7321,Brooke El Sch,0,0,1
7940,Evans El Sch,0,0,1
3358,Limerick El Sch,0,0,1
4809,Oaks El Sch,0,0,1
3364,Royersford El Sch,0,0,1
7458,Spring City El Sch,0,0,1
3365,Spring-Ford Intrmd Sch 5th/6th,0,0,1
7817,Spring-Ford MS 7th Grade Ctr,0,1,0
7818,Spring-Ford MS 8th Grade Ctr,0,1,0
3367,Spring-Ford SHS 9-12 Ctr,1,0,0
7763,Upper Providence El Sch,0,0,1
1354,Corl Street El Sch,0,0,1
1356,Easterly Parkway El Sch,0,0,1
1350,Ferguson Twp El Sch,0,0,1
7735,Gray's Woods El Sch,0,0,1
1358,Mount Nittany El Sch,0,0,1
7426,Mount Nittany MS,0,1,0
6233,Park Forest El Sch,0,0,1
6234,Park Forest MS,0,1,0
1359,Radio Park El Sch,0,0,1
1357,Spring Creek El Sch,0,0,1
1364,State College Area HS,1,0,0
6113,Steel Center for Career and Technical Ed,1,0,0
193,Barrett El Sch,0,0,1
259,Park El Sch,0,0,1
260,Steel Valley MS,0,1,0
196,Steel Valley SHS,1,0,0
1799,Steelton-Highspire El Sch,0,0,1
1801,Steelton-Highspire HS,1,0,0
8158,Stone Valley Community CS,1,0,0
477,Sto-Rox JSHS,1,0,0
7505,Sto-Rox Primary Ctr,0,0,1
8377,Sto-Rox Upper El Sch,0,0,1
7123,Arlington Heights El Sch,0,0,1
3221,B F Morey El Sch,0,0,1
6683,Chipperfield El Sch,0,0,1
8355,Hamilton Twp El Sch,0,0,1
3224,Stroudsburg HS,1,0,0
7593,Stroudsburg JHS,1,0,0
7839,Stroudsburg MS,0,1,0
7635,Sugar Valley Rural CS,1,0,0
8180,Sullivan Co El Sch,0,0,1
4030,Sullivan Co JSHS,1,0,0
5355,SUN Area Technical Institute,0,0,1
6885,Susquehanna Community El Sch,0,0,1
4054,Susquehanna Community JSHS,1,0,0
7106,Susquehanna County CTC,0,0,1
4945,Sara Lindemuth El Sch,0,0,1
1806,Susquehanna Twp HS,1,0,0
1805,Susquehanna Twp MS,0,1,0
1802,Thomas W Holtzman Jr El Sch,0,0,1
6608,Susquenita El Sch,0,0,1
3589,Susquenita HS,1,0,0
7367,Susquenita MS,0,1,0
7551,Sylvan Heights Science CS,1,0,0
8126,Tacony Academy CS,1,0,0
7662,Tamaqua Area MS,0,1,0
5070,Tamaqua Area SHS,1,0,0
7031,Tamaqua El Sch,0,0,1
3948,West Penn Twp El Sch,0,0,1
8359,TECH Freire CS,1,0,0
7846,The New Academy CS,1,0,0
8252,The Philadelphia CS for Arts and Science,1,0,0
7833,Tidioute Community CS,1,0,0
7363,Early Childhood Lc,0,0,1
1666,Hydetown El Sch,0,0,1
1663,Main Street El Sch,0,0,1
6168,Pleasantville El Sch,0,0,1
7601,Titusville MS,0,1,0
1668,Titusville SHS,1,0,0
4811,Morrow El Sch,0,0,1
7862,Towanda Area El Sch,0,0,1
5208,Towanda Area JSHS,1,0,0
4690,Beaumont El Sch,0,0,1
1423,Conestoga SHS,1,0,0
1434,Devon El Sch,0,0,1
1439,Hillside El Sch,0,0,1
1440,New Eagle El Sch,0,0,1
1421,Tredyffrin-Easttown MS,0,1,0
1438,Valley Forge El Sch,0,0,1
4689,Valley Forge MS,0,1,0
4276,Trinity East El Sch,0,0,1
6638,Trinity MS,0,1,0
7402,Trinity North El Sch,0,0,1
6012,Trinity SHS,1,0,0
7424,Trinity South El Sch,0,0,1
7388,Trinity West El Sch,0,0,1
3955,Hegins-Hubley El Sch,0,0,1
3954,Mahantongo El Sch,0,0,1
3957,Tri-Valley JSHS,1,0,0
1000,Troy Area JSHS,1,0,0
8192,Troy Intrmd Sch,0,0,1
996,W R Croman Primary Sch,0,0,1
6321,Bethel El Sch,0,0,1
6322,Penn Bernville El Sch,0,0,1
4670,Tulpehocken JSHS,1,0,0
8445,Tunkhannock Area Intermediate Sch,0,0,1
8443,Tunkhannock Area Primary Cntr,0,0,1
5271,Tunkhannock HS,1,0,0
8444,Tunkhannock STEM Academy,0,0,1
6215,Turkeyfoot Valley Area El Sch,0,0,1
6216,Turkeyfoot Valley Area JSHS,1,0,0
0,Tuscarora IU 11,0,0,1
6280,James Buchanan HS,1,0,0
6281,James Buchanan MS,0,1,0
6282,Mercersburg El Sch,0,0,1
2221,Montgomery El Sch,0,0,1
2222,Mountain View El Sch,0,0,1
2226,St Thomas El Sch,0,0,1
752,Tussey Mountain EL,0,0,1
753,Tussey Mountain HS,1,0,0
8411,Tussey Mountain MS,0,1,0
872,Honey Brook El Ctr,0,0,1
868,Robeson El Ctr,0,0,1
5029,Twin Valley El Ctr,0,0,1
873,Twin Valley HS,1,0,0
7328,Twin Valley MS,0,1,0
7614,Tyrone Area El Sch,0,0,1
949,Tyrone Area HS,1,0,0
7518,Tyrone Area MS,0,1,0
2712,Union Area HS,1,0,0
7083,Union Area MS,0,1,0
2709,Union Memorial El Sch,0,0,1
6795,Union City El Sch,0,0,1
2075,Union City HS,1,0,0
7289,Union City MS,0,1,0
8473,Sligo El Sch,0,0,1
1501,Union HS,1,0,0
6933,A J McMullen Sch,0,0,1
2182,Ben Franklin Sch,0,0,1
6007,Franklin Sch,0,0,1
7933,Lafayette El Sch,0,0,1
7934,Lafayette MS,0,1,0
2137,Marclay Sch,0,0,1
2139,Menallen Sch,0,0,1
2184,Uniontown Area SHS,1,0,0
2185,Wharton Sch,0,0,1
1441,Chadds Ford El Sch,0,0,1
6719,Charles F Patton MS,0,1,0
7214,Hillendale El Sch,0,0,1
7736,Pocopson El Sch,0,0,1
1442,Unionville El Sch,0,0,1
1443,Unionville HS,1,0,0
6680,United El Sch,0,0,1
2358,United JSHS,1,0,0
8287,Universal Alcorn CS,1,0,0
8195,Universal Audenried CS,1,0,0
8251,Universal Creighton CS,1,0,0
7580,Universal Institute CS,1,0,0
8196,Universal Vare CS,1,0,0
7938,Biglerville El Sch,0,0,1
21,Biglerville HS,1,0,0
8480,Upper Adams Intrmdt Sch,0,0,1
7437,Upper Adams MS,0,1,0
4699,Upper Bucks County Technical School,0,0,1
1959,Aronimink El Sch,0,0,1
1970,Beverly Hills MS,0,1,0
1960,Bywood El Sch,0,0,1
7943,Charles Kelly El Sch,0,0,1
1971,Drexel Hill MS,0,1,0
1964,Garrettford El Sch,0,0,1
1965,Highland Park El Sch,0,0,1
1966,Hillcrest El Sch,0,0,1
7359,Primos El Sch,0,0,1
1968,Stonehurst Hills El Sch,0,0,1
7480,Upper Darby Kdg Ctr,0,0,1
1972,Upper Darby SHS,1,0,0
7845,Walter M Senkow El Sch,0,0,1
1969,Westbrook Park El Sch,0,0,1
7263,Upper Dauphin Area El Sch,0,0,1
6340,Upper Dauphin Area HS,1,0,0
6339,Upper Dauphin Area MS,0,1,0
3385,Fitzwater El Sch,0,0,1
5251,Fort Washington El Sch,0,0,1
3382,Jarrettown El Sch,0,0,1
7652,Maple Glen El Sch,0,0,1
4943,Sandy Run MS,0,1,0
5078,Upper Dublin HS,1,0,0
6468,Bridgeport El Sch,0,0,1
4832,Caley El Sch,0,0,1
3389,Candlebrook El Sch,0,0,1
8426,Gulph EL Sch,0,0,1
3391,Roberts El Sch,0,0,1
3395,Upper Merion HS,1,0,0
3394,Upper Merion MS,0,1,0
8492,Upper Moreland El Sch,0,0,1
3401,Upper Moreland HS,1,0,0
5249,Upper Moreland MS,0,1,0
7073,Hereford El Sch,0,0,1
7264,Marlborough El Sch,0,0,1
8468,Upper Perkiomen 4th and 5th Grade Center,1,0,0
5081,Upper Perkiomen HS,1,0,0
3406,Upper Perkiomen MS,0,1,0
5195,Baker El Sch,0,0,1
5196,Boyce MS,0,1,0
490,Eisenhower El Sch,0,0,1
491,Fort Couch MS,0,1,0
4859,Streams El Sch,0,0,1
492,Upper Saint Clair HS,1,0,0
7563,Urban Academy of Greater Pittsburgh CS,1,0,0
7562,Urban Pathways 6-12 CS,1,0,0
8194,Urban Pathways K-5 College CS,1,0,0
4126,Rocky Grove JSHS,1,0,0
7920,Valley Grove El Sch,0,0,1
6776,Valley View El Ctr,0,0,1
6775,Valley View HS,1,0,0
7487,Valley View Intrmd Sch,0,0,1
7283,Valley View MS,0,1,0
5162,Venango Technology Center,1,0,0
8128,Vida CS,1,0,0
8338,Vision Academy CS,1,0,0
4310,Wallenpaupack Area HS,1,0,0
6956,Wallenpaupack Area MS,0,1,0
7169,Wallenpaupack North Intrmd Sch,0,0,1
7417,Wallenpaupack Pri Sch,0,0,1
4305,Wallenpaupack South El Sch,0,0,1
1905,Nether Providence El Sch,0,0,1
5287,Strath Haven HS,1,0,0
1908,Strath Haven MS,0,1,0
1952,Swarthmore-Rutledge Sch,0,0,1
1906,Wallingford El Sch,0,0,1
5356,Warren County AVTS,0,0,1
4148,Beaty-Warren MS,0,1,0
8335,Eisenhower El Sch,0,0,1
4143,Eisenhower M/HS,1,0,0
8290,Sheffield Area El Sch,0,0,1
4146,Sheffield M/HS,1,0,0
7843,Warren Area El Ctr,0,0,1
4149,Warren Area HS,1,0,0
4133,Youngsville El Sch,0,0,1
4135,Youngsville MS/HS,1,1,0
8373,Turbotville El Sch,0,0,1
5103,Warrior Run HS,1,0,0
3575,Warrior Run MS,0,1,0
2661,John Beck El Sch,0,0,1
7420,John R Bonfield El Sch,0,0,1
4823,Kissel Hill El Sch,0,0,1
2660,Lititz El Sch,0,0,1
5336,Warwick MS,0,1,0
2663,Warwick SHS,1,0,0
4286,Washington HS,1,0,0
6912,Washington Junior High School,0,0,1
7456,Washington Park El Sch,0,0,1
6148,Seneca HS,1,0,0
7475,Wattsburg Area El Ctr,0,0,1
6654,Wattsburg Area MS,0,1,0
6424,Damascus Area Sch,0,0,1
4295,Honesdale HS,1,0,0
7446,Lakeside Elementary School,0,0,1
6425,Preston Sch,0,0,1
4291,Stourbridge Primary Ctr,0,0,1
6865,Wayne Highlands MS,0,1,0
2233,Fairview Avenue El Sch,0,0,1
2234,Hooverville El Sch,0,0,1
2238,Mowrey El Sch,0,0,1
5330,Summitview El Sch,0,0,1
8408,Waynesboro Area MS,0,1,0
2243,Waynesboro Area SHS,1,0,0
6446,Weatherly Area El Sch,0,0,1
6838,Weatherly Area MS,0,1,0
1327,Weatherly Area SHS,1,0,0
4075,Charlotte Lappla El Sch,0,0,1
5095,Don Gill El Sch,0,0,1
4079,Rock L Butler MS,0,1,0
4080,Wellsboro Area HS,1,0,0
7760,Donaldson Elem Sch,0,0,1
5366,McKee El Sch,0,0,1
6895,West Allegheny MS,0,1,0
509,West Allegheny SHS,1,0,0
5367,Wilson El Sch,0,0,1
6599,West Branch Area El Sch,0,0,1
1566,West Branch Area HS,1,0,0
8456,West Branch MS,0,1,0
1452,E N Peirce MS,0,1,0
1392,East Bradford El Sch,0,0,1
1395,East Goshen El Sch,0,0,1
1456,Exton El Sch,0,0,1
1454,Fern Hill El Sch,0,0,1
4812,Glen Acres El Sch,0,0,1
8491,Greystone El Sch,0,0,1
6910,Hillsdale El Sch,0,0,1
5137,J R Fugett MS,0,1,0
1457,Mary C Howse El Sch,0,0,1
4813,Penn Wood El Sch,0,0,1
7324,Sarah W Starkweather El Sch,0,0,1
1451,Stetson MS,0,1,0
7894,West Chester Bayard Rustin HS,1,0,0
6734,West Chester East HS,1,0,0
1453,West Chester Henderson HS,1,0,0
1458,Westtown-Thornbury El Sch,0,0,1
8353,West Greene El Ctr,0,0,1
8442,West Greene JSHS,1,0,0
516,Gill Hall El Sch,0,0,1
7382,Jefferson Hills Intermediate Sch,0,0,1
519,McClellan El Sch,0,0,1
4867,Pleasant Hills MS,0,1,0
523,Thomas Jefferson HS,1,0,0
6803,Luther W Low El Sch,0,0,1
7307,Oakview El Sch,0,0,1
6129,West Middlesex Area JSHS,1,0,0
528,Clara Barton El Sch,0,0,1
8455,Homeville El Sch,0,0,1
536,West Mifflin Area HS,1,0,0
535,West Mifflin Area MS,0,1,0
7548,West Oak Lane CS,1,0,0
6344,Blain El Sch,0,0,1
3594,Carroll El Sch,0,0,1
4920,New Bloomfield El Sch,0,0,1
3597,West Perry MS,0,1,0
3596,West Perry SHS,1,0,0
7722,West Phila. Achievement CES,0,0,1
1741,Allen MS,0,1,0
1732,Cedar Cliff HS,1,0,0
7395,Crossroads MS,0,1,0
4588,Fairview El Sch,0,0,1
4583,Fishing Creek El Sch,0,0,1
1736,Highland El Sch,0,0,1
1716,Hillside El Sch,0,0,1
8276,New Cumberland MS,0,1,0
