school_number,school_name,high_school,middle_school,elementary_school
1532,Oklahoma El Sch,0,0,1
6918,Wasson Avenue El Sch,0,0,1
6591,Dunmore El Ctr,0,0,1
8312,Dunmore JSHS,1,0,0
7908,Duquesne El Sch,0,0,1
8340,East Allegheny JSHS,1,0,0
8339,Logan El Sch,0,0,1
3021,Carl G Renn El Sch,0,0,1
3018,George A Ferrell El Sch,0,0,1
6364,Hughesville JSHS,1,0,0
3019,Joseph C Ashkar El Sch,0,0,1
2799,Alburtis El Sch,0,0,1
2809,Emmaus HS,1,0,0
7560,Eyer MS,0,1,0
2808,Jefferson El Sch,0,0,1
2802,Lincoln El Sch,0,0,1
7559,Lower Macungie MS,0,1,0
2804,Macungie El Sch,0,0,1
5239,Shoemaker El Sch,0,0,1
4827,Wescosville El Sch,0,0,1
8133,Willow Lane El Sch,0,0,1
5220,East Pennsboro Area MS,0,1,0
1707,East Pennsboro Area SHS,1,0,0
1705,East Pennsboro El Sch,0,0,1
4850,West Creek Hills El Sch,0,0,1
7536,Bushkill El Sch,0,0,1
8016,East Stroudsburg El Sch,0,0,1
7641,East Stroudsburg SHS North,1,0,0
6935,East Stroudsburg SHS South,1,0,0
3204,J M Hill El Sch,0,0,1
7366,J T Lambert Intermediate Sch,0,0,1
7642,Lehman Intermediate Sch,0,0,1
3201,Middle Smithfield El Sch,0,0,1
7411,Resica El Sch,0,0,1
3202,Smithfield El Sch,0,0,1
4822,Eastern Center for Arts & Technology,1,0,0
2552,Blue Ball El Sch,0,0,1
2500,Brecknock El Sch,0,0,1
7209,Garden Spot MS,0,1,0
2554,Garden Spot SHS,1,0,0
4707,New Holland Elementary,0,0,1
6612,Eastern Lebanon Co MS,0,1,0
2740,Eastern Lebanon Co SHS,1,0,0
8137,ELCO Intermd Sch,0,0,1
6611,Fort Zeller El Sch,0,0,1
2735,Jackson El Sch,0,0,1
6174,Eastern Westmoreland CTC,0,0,1
4559,Canadochly El Sch,0,0,1
4564,Eastern York HS,1,0,0
7439,Eastern York MS,0,1,0
6285,Kreutz Creek El Sch,0,0,1
4563,Wrightsville El Sch,0,0,1
4915,Cheston El Sch,0,0,1
3482,Easton Area HS,1,0,0
8351,Easton Area MS,0,1,0
3477,Forks El Sch,0,0,1
3478,March El Sch,0,0,1
3473,Palmer El Sch,0,0,1
5350,Paxinosa El Sch,0,0,1
8058,Shawnee El Sch,0,0,1
5064,Tracy El Sch,0,0,1
8391,Easton Arts Academy Elementary CS,1,0,0
136,Central El Sch,0,0,1
4804,Elizabeth Forward MS,0,1,0
144,Elizabeth Forward SHS,1,0,0
8115,Greenock El Sch,0,0,1
142,Mt Vernon El Sch,0,0,1
139,William Penn El Sch,0,0,1
2555,Bainbridge El Sch,0,0,1
8190,Bear Creek School,0,0,1
2561,East High Street El Sch,0,0,1
6862,Elizabethtown Area MS,0,1,0
2562,Elizabethtown Area SHS,1,0,0
6417,Elk Lake El Sch,0,0,1
6418,Elk Lake JSHS,1,0,0
8166,Hartman Intrmd Sch,0,0,1
2675,Lincoln JSHS,1,0,0
8167,North Side Primary School,0,0,1
8165,Perry Lower Intrmd Sch,0,0,1
8028,Environmental CS at Frick Park,1,0,0
2564,Akron El Sch,0,0,1
2568,Clay El Sch,0,0,1
8458,Ephrata Intermediate Sch,0,0,1
6712,Ephrata MS,0,1,0
6293,Ephrata SHS,1,0,0
2563,Fulton El Sch,0,0,1
2570,Highland El Sch,0,0,1
2003,Diehl Sch,0,0,1
8419,East MS,0,1,0
2004,Edison El Sch,0,0,1
8417,Erie HS,1,0,0
2001,Grover Cleveland El Sch,0,0,1
2009,Harding Sch,0,0,1
2011,Jefferson El Sch,0,0,1
2021,JoAnna Connell Sch,0,0,1
2013,Lincoln El Sch,0,0,1
2016,McKinley El Sch,0,0,1
7515,Northwest PA Collegiate Academy,0,0,1
2018,Perry El Sch,0,0,1
7035,Pfeiffer-Burleigh Sch,0,0,1
8420,Strong Vincent MS,0,1,0
2025,Woodrow Wilson MS,0,1,0
5045,Erie County Technical School,0,0,1
8163,Erie Rise Leadership Academy CS,1,0,0
7665,Esperanza Academy CS,1,0,0
8216,Esperanza Cyber CS,1,0,0
7564,Eugenio Maria DE Hostos CS,1,0,0
735,Breezewood El Sch,0,0,1
7006,Everett Area El Sch,0,0,1
7897,Everett Area HS,1,0,0
7898,Everett Area MS,0,1,0
7866,Evergreen Community CS,1,0,0
8325,Executive Education Academy CS,1,0,0
787,Exeter Twp JHS,1,0,0
788,Exeter Twp SHS,1,0,0
6731,Jacksonwald El Sch,0,0,1
786,Lorane El Sch,0,0,1
783,Owatin Creek El Sch,0,0,1
7755,Reiffton Sch,0,0,1
6270,Fairfield Area El Sch,0,0,1
6269,Fairfield Area HS,1,0,0
7322,Fairfield Area MS,0,1,0
7466,Fairview El Sch,0,0,1
6737,Fairview HS,1,0,0
2032,Fairview MS,0,1,0
6826,Fannett-Metal El Sch,0,0,1
7508,Fannett-Metal MS,0,1,0
2201,Fannett-Metal SHS,1,0,0
7119,Farrell Area ES/LMS,0,1,0
5248,Farrell Area HS/UMS,1,1,0
4842,Fayette County Career & Technical Instit,0,0,1
7746,Fell CS,1,0,0
1225,Ferndale Area JSHS,1,0,0
1223,Ferndale El Sch,0,0,1
7744,First Philadelphia Preparatory CS,1,0,0
791,Andrew Maier El Sch,0,0,1
6311,Fleetwood MS,0,1,0
5023,Fleetwood SHS,1,0,0
8057,Willow Creek El Sch,0,0,1
7857,Folk Arts-Cultural Treasures CS,1,0,0
5016,Forbes Road CTC,0,0,1
6840,Forbes Road El Sch,0,0,1
2246,Forbes Road JSHS,1,0,0
6160,East Forest El Sch,0,0,1
6159,East Forest JSHS,1,0,0
6701,West Forest El Sch,0,0,1
6161,West Forest JSHS,1,0,0
6420,Forest City Regional El Sch,0,0,1
6419,Forest City Regional HS,1,0,0
6899,Forest Hills El Sch,0,0,1
8382,Forest Hills JSHS,1,0,0
7187,Fort Cherry El Ctr,0,0,1
4242,Fort Cherry JSHS,1,0,0
5328,Fort LeBoeuf MS,0,1,0
2037,Fort LeBoeuf SHS,1,0,0
5226,Mill Village El Sch,0,0,1
2036,Robison El Sch,0,0,1
2035,Waterford El Sch,0,0,1
147,Dorseyville MS,0,1,0
149,Fairview El Sch,0,0,1
156,Fox Chapel Area HS,1,0,0
6780,Hartwood El Sch,0,0,1
153,Kerr El Sch,0,0,1
461,OHara El Sch,0,0,1
4667,Central El Sch,0,0,1
4106,Franklin Area JSHS,1,0,0
4101,Sandycreek El Sch,0,0,1
6166,Victory El Sch,0,0,1
5119,Franklin County CTC,0,0,1
7163,Franklin Regional Intermediate Sch,0,0,1
7602,Franklin Regional MS,0,1,0
4357,Franklin Regional Primary Sch,0,0,1
4360,Franklin Regional SHS,1,0,0
8123,Franklin Towne Charter Elementary School,0,0,1
7666,Franklin Towne CHS,1,0,0
6686,Frazier El Sch,0,0,1
2126,Frazier HS,1,0,0
7176,Frazier MS,0,1,0
8150,Frederick Douglass Mastery CS,1,0,0
8357,Freedom Area El Sch,0,0,1
8356,Freedom Area MS,0,1,0
6563,Freedom Area SHS,1,0,0
591,Buffalo El Sch,0,0,1
8346,Freeport Area MS,0,1,0
594,Freeport Area SHS,1,0,0
592,South Buffalo El Sch,0,0,1
7586,Freire CS,1,0,0
7192,Fulton County Center for Career and Tech,1,0,0
6223,Galeton Area Sch,0,0,1
7714,Bethel Springs El Sch,0,0,1
6506,Concord El Sch,0,0,1
7486,Garnet Valley El Sch,0,0,1
1869,Garnet Valley HS,1,0,0
7313,Garnet Valley MS,0,1,0
161,Dr Cleveland Steward Jr El Sch,0,0,1
157,Evergreen El Sch,0,0,1
170,Gateway SHS,1,0,0
8489,Moss Side MS,0,1,0
5191,Ramsey El Sch,0,0,1
165,University Park El Sch,0,0,1
2038,Edinboro El Sch,0,0,1
2040,General McLane HS,1,0,0
5225,James W Parker MS,0,1,0
2039,McKean El Sch,0,0,1
8176,Franklin Twp El Sch,0,0,1
6271,Gettysburg Area HS,1,0,0
10,Gettysburg Area MS,0,1,0
5126,James Gettys El Sch,0,0,1
7592,Lincoln El Sch,0,0,1
8147,Gettysburg Montessori CS,1,0,0
8161,Gillingham Charter School,0,0,1
2042,Elk Valley El Sch,0,0,1
2043,Girard HS,1,0,0
6777,Rice Avenue MS,0,1,0
6952,Glendale El Sch,0,0,1
5219,Glendale JSHS,1,0,0
7639,Global Leadership Academy CS,1,0,0
8390,Global Leadership Academy CS Southwest a,1,0,0
793,Brecknock El Sch,0,0,1
794,Cumru El Sch,0,0,1
801,Governor Mifflin MS,0,1,0
802,Governor Mifflin SHS,1,0,0
6794,Intermediate Sch,0,0,1
8096,Mifflin Park El Sch,0,0,1
1368,Charlestown El Sch,0,0,1
7695,General Wayne El Sch,0,0,1
1424,Great Valley HS,1,0,0
1422,Great Valley MS,0,1,0
6479,Kathryn D. Markley El Sch,0,0,1
1461,Sugartown El Sch,0,0,1
6193,Greater Altoona CTC,0,0,1
5288,Greater Johnstown CTC,0,0,1
8405,Greater Johnstown El Sch,0,0,1
1252,Greater Johnstown MS,0,1,0
8314,Greater Johnstown School District's Cybe,0,0,1
1251,Greater Johnstown SHS,1,0,0
4379,Baggaley El Sch,0,0,1
6957,Greater Latrobe JHS,1,0,0
4845,Greater Latrobe SHS,1,0,0
4386,Latrobe El Sch,0,0,1
4380,Mountain View El Sch,0,0,1
7768,GNA El Ctr,0,0,1
8430,Greater Nanticoke Area Ed Ctr,0,0,1
5242,Greater Nanticoke Area SHS,1,0,0
8429,Kennedy Early Childhood Center,1,0,0
7748,Green Woods CS,1,0,0
2202,Greencastle-Antrim El Sch,0,0,1
5117,Greencastle-Antrim MS,0,1,0
7427,Greencastle-Antrim Pri Sch,0,0,1
2206,Greencastle-Antrim SHS,1,0,0
5282,Greene County CTC,0,0,1
7329,Amos K Hutchinson El Sch,0,0,1
4373,Greensburg-Salem HS,1,0,0
4372,Greensburg-Salem MS,0,1,0
5166,Metzgar El Sch,0,0,1
5165,Nicely El Sch,0,0,1
8428,Greenville El Sch,0,0,1
3137,Greenville JSHS,1,0,0
7062,Greenwood El Sch,0,0,1
6341,Greenwood HS,1,0,0
7468,Greenwood MS,0,1,0
8409,Grove City Area George Jr El Sch,0,0,1
6125,Grove City Area George Jr HS,1,0,0
7316,Grove City Area George Jr MS,0,1,0
3145,Grove City Area HS,1,0,0
8202,Grove City Area MS,0,1,0
6844,Hillview El Sch,0,0,1
5038,Halifax Area El Sch,0,0,1
6330,Halifax Area HS,1,0,0
6331,Halifax Area MS,0,1,0
808,Hamburg Area HS,1,0,0
7447,Hamburg Area Middle School,0,0,1
809,Perry El Sch,0,0,1
7992,Tilden El Center,1,0,0
175,Central El Sch,0,0,1
5190,Hampton HS,1,0,0
179,Hampton MS,0,1,0
178,Poff El Sch,0,0,1
176,Wyland El Sch,0,0,1
2891,Hanover Area JSHS,1,0,0
7007,Hanover Area Memorial El Sch,0,0,1
8199,Hanover Green El Sch,0,0,1
2888,Lee Park El Sch,0,0,1
8479,Lyndwood El Sch,0,0,1
4565,Clearview El Sch,0,0,1
4570,Hanover MS,0,1,0
4571,Hanover SHS,1,0,0
4566,Hanover Street El Sch,0,0,1
4568,Washington El Sch,0,0,1
7511,Harambee Institute of Science and Techno,0,0,1
2047,Clark El Sch,0,0,1
2048,Harbor Creek Junior HS,1,0,0
7948,Harbor Creek Senior HS,1,0,0
2046,Klein El Sch,0,0,1
5227,Rolling Ridge El Sch,0,0,1
7195,Harmony Area El Sch,0,0,1
8316,Harmony Area JSHS,1,0,0
8268,Benjamin Franklin Sch,0,0,1
8264,Camp Curtin Academy,0,0,1
8376,Cougar Academy,0,0,1
8265,Downey Sch,0,0,1
1766,Foose Sch,0,0,1
6333,Harrisburg HS,1,0,0
7902,Harrisburg HS - SciTech Cmp,1,0,0
8266,Marshall Academy,0,0,1
7901,Marshall Math Science Academy,0,0,1
8267,Melrose Sch,0,0,1
7623,Rowland Academy,0,0,1
7667,Scott Sch,0,0,1
5079,Blair Mill El Sch,0,0,1
8483,Crooked Billet El Sch,0,0,1
3271,Hallowell El Sch,0,0,1
3272,Hatboro-Horsham SHS,1,0,0
6639,Keith Valley MS,0,1,0
3270,Simmons El Sch,0,0,1
1871,Chatham Park El Sch,0,0,1
1876,Chestnutwold El Sch,0,0,1
1877,Coopertown El Sch,0,0,1
1878,Haverford MS,0,1,0
1879,Haverford SHS,1,0,0
1874,Lynnewood El Sch,0,0,1
1875,Manoa El Sch,0,0,1
5151,Hazleton Area Career Center,1,0,0
7937,Arthur Street El Sch,0,0,1
7661,Drums El/MS,0,1,0
6718,Freeland El/MS,0,1,0
8333,Hazle Township Early Learning Center,1,0,0
7348,Hazleton Area HS,1,0,0
7936,Hazleton El/MS,0,1,0
6930,Heights Terrace El/MS,0,1,0
8334,Maple Manor El/MS,0,1,0
8245,McAdoo-Kelayres El/MS,0,1,0
7340,Valley El/MS,0,1,0
7569,West Hazleton El/MS,0,1,0
4389,Fort Allen El Sch,0,0,1
7268,Harrold MS,0,1,0
4404,Hempfield Area SHS,1,0,0
4394,Maxwell El Sch,0,0,1
5359,Stanwood El Sch,0,0,1
7269,Wendover MS,0,1,0
4399,West Hempfield El Sch,0,0,1
7270,West Hempfield MS,0,1,0
4400,West Point El Sch,0,0,1
5236,Centerville El Sch,1,0,0
5055,Centerville MS,1,1,0
2574,East Petersburg El Sch,0,0,1
2577,Farmdale El Sch,0,0,1
2578,Hempfield SHS,1,0,0
6294,Landisville Intrmd Ctr,0,0,1
7421,Landisville MS,0,1,0
7442,Landisville Pri Ctr,0,0,1
2576,Mountville El Sch,0,0,1
2575,Rohrerstown El Sch,0,0,1
3146,Artman El Sch,0,0,1
8069,Delahunty MS,0,1,0
3150,Hickory HS,1,0,0
3147,Karen A. Ionta El Sch,0,0,1
182,Highlands Early Childhood Center,1,0,0
191,Highlands El Sch,0,0,1
7202,Highlands MS,0,1,0
5153,Highlands SHS,1,0,0
7097,Charles W Longer El Sch,0,0,1
7381,Foot of Ten El Sch,0,0,1
6195,Frankstown El Sch,0,0,1
927,Hollidaysburg Area JHS,1,0,0
5207,Hollidaysburg Area SHS,1,0,0
6797,Homer-Center El Sch,1,0,0
2331,Homer-Center JSHS,1,0,0
8154,HOPE for Hyndman CS,1,0,0
672,Hopewell El Sch,0,0,1
674,Hopewell JHS,1,0,0
675,Hopewell SHS,1,0,0
671,Independence El Sch,0,0,1
7280,Margaret Ross El Sch,0,0,1
8209,Howard Gardner Multiple Intelligence CS,1,0,0
5333,Huntingdon Area MS,0,1,0
2305,Huntingdon Area SHS,1,0,0
7525,Southside El Sch,0,0,1
7620,Standing Stone El Sch,0,0,1
6606,Huntingdon County CTC,0,0,1
7542,Imhotep Institute CHS,1,0,0
7683,Independence CS,1,0,0
8361,Independence CS West,1,0,0
2314,Ben Franklin El Sch,0,0,1
4964,East Pike El Sch,0,0,1
2321,Eisenhower El Sch,0,0,1
2322,Horace Mann El Sch,0,0,1
2324,Indiana Area JHS,1,0,0
2325,Indiana Area SHS,1,0,0
7032,Indiana County Technology Center,1,0,0
7765,Infinity CS,1,0,0
8371,Innovative Arts Academy CS,1,0,0
7557,Inquiry CS,1,0,0
8394,Insight PA Cyber CS,1,0,0
1881,Glenolden Sch,0,0,1
1885,Interboro SHS,1,0,0
7643,Kindergarten Academy,0,0,1
1883,Norwood Sch,0,0,1
6508,Prospect Park Sch,0,0,1
4847,Tinicum Sch,0,0,1
0,Intermediate Unit 1,0,0,1
2052,Iroquois El Sch,0,0,1
4817,Iroquois JSHS,1,0,0
6127,Jamestown Area El Sch,0,0,1
6126,Jamestown Area JSHS,1,0,0
8421,Jeannette HS,1,0,0
8024,Jeannette McKee El Sch,0,0,1
5180,Jefferson County-DuBois AVTS,0,0,1
7029,Jefferson-Morgan El Sch,0,0,1
2280,Jefferson-Morgan MS/HS,1,1,0
3276,Jenkintown El Sch,0,0,1
8049,Jenkintown Middle/High School,0,0,1
3031,Avis El Sch,0,0,1
5243,Jersey Shore Area El Sch,0,0,1
3034,Jersey Shore Area SHS,1,0,0
3033,Jersey Shore MS,0,1,0
5060,Salladasburg El Sch,0,0,1
1307,Jim Thorpe Area HS,1,0,0
6965,L B Morris El Sch,0,0,1
7785,Penn-Kidder Campus,0,0,1
5326,Johnsonburg Area El Sch,0,0,1
6218,Johnsonburg Area HS,1,0,0
8452,East Juniata El Sch,0,0,1
2394,East Juniata JSHS,1,0,0
8451,Juniata El Sch,0,0,1
6255,Juniata SHS,1,0,0
7220,Tuscarora MS,0,1,0
5230,Juniata Valley El Sch,0,0,1
2308,Juniata Valley JSHS,1,0,0
5244,Kane Area El Sch,0,0,1
5245,Kane Area HS,1,0,0
3100,Kane Area MS,0,1,0
1153,Chicora El Sch,0,0,1
1154,Karns City HS,1,0,0
7396,Sugarcreek El Sch,0,0,1
8172,Bancroft El Sch,0,0,1
1401,Greenwood El Sch,0,0,1
6482,Kennett HS,1,0,0
6834,Kennett MS,0,1,0
8171,Mary D Lang Kdg Ctr,0,0,1
1400,New Garden El Sch,0,0,1
7979,Keystone Academy CS,1,0,0
7067,Keystone Central CTC,0,0,1
7795,Bucktail Area MS,0,1,0
6241,Bucktail HS,1,0,0
7589,Central Mountain HS,1,0,0
7590,Central Mountain MS,0,1,0
4917,Liberty-Curtin El Sch,0,0,1
1570,Mill Hall El Sch,0,0,1
6242,Renovo El Sch,0,0,1
6245,Robb El Sch,0,0,1
1588,Woodward El Sch,0,0,1
7506,Keystone Education Center CS,1,0,0
7461,Dormont El Sch,0,0,1
203,Fred L Aiken El Sch,0,0,1
5112,Keystone Oaks HS,1,0,0
7462,Keystone Oaks MS,0,1,0
204,Myrtle Ave Sch,0,0,1
6694,Keystone El Sch,0,0,1
1486,Keystone JSHS,1,0,0
8358,KIPP DuBois CS,1,0,0
8431,KIPP North Philadelphia CS,1,0,0
7776,KIPP Philadelphia CS,1,0,0
8499,KIPP Philadelphia Octavius Catto CS,1,0,0
8477,KIPP West Philadelphia CS,1,0,0
7191,Kiski Area East Primary Sch,0,0,1
4431,Kiski Area HS,1,0,0
7189,Kiski Area IHS,1,0,0
7190,Kiski Area North Primary Sch,0,0,1
4516,Kiski Area South Primary Sch,0,0,1
8277,Kiski Area Upper El Sch,0,0,1
1177,Knoch HS,1,0,0
7718,Knoch Intermediate El Sch,0,0,1
7460,Knoch MS,0,1,0
7717,Knoch Primary Sch,0,0,1
810,Greenwich-Lenhartsville El Sch,0,0,1
6315,Kutztown Area MS,0,1,0
816,Kutztown Area SHS,1,0,0
6316,Kutztown El Sch,0,0,1
7538,La Academia Partnership CS,1,0,0
7565,Laboratory CS,1,0,0
4524,Lackawanna Trail El Ctr,0,0,1
4528,Lackawanna Trail JSHS,1,0,0
7146,Lakeland El Sch - Mayfield Campus,0,0,1
6403,Lakeland El Sch - Scott Campus,0,0,1
6404,Lakeland JSHS,1,0,0
2924,Lake-Lehman JSHS,1,0,0
7060,Lake-Noxen El Sch,0,0,1
2922,Lehman-Jackson El Sch,0,0,1
2920,Ross El Sch,0,0,1
8481,Lakeview Middle-HS,1,0,0
3154,Oakview El Sch,0,0,1
2606,Hans Herr El Sch,0,0,1
7939,Lampeter El Sch,0,0,1
2607,Lampeter-Strasburg SHS,1,0,0
6297,Martin Meylin MS,0,1,0
5285,Lancaster County CTC-Brownstown Campus,0,0,1
5283,Lancaster County CTC-Mt Joy Campus,0,0,1
5284,Lancaster County CTC-Willow St Campus,0,0,1
2598,Burrowes El Sch,0,0,1
7182,Carter and MacRae El Sch,0,0,1
2581,Fulton El Sch,0,0,1
2592,Hamilton El Sch,0,0,1
2593,Jackson MS,0,1,0
5056,King El Sch,0,0,1
2584,Lafayette El Sch,0,0,1
2595,Lincoln MS,0,1,0
2599,Martin School,0,0,1
2596,McCaskey Campus,0,0,1
7922,Phoenix Academy,0,0,1
6762,Price El Sch,0,0,1
2594,Reynolds MS,0,1,0
2587,Ross El Sch,0,0,1
2597,Smith-Wade-El El Sch,0,0,1
2589,Washington El Sch,0,0,1
2590,Wharton El Sch,0,0,1
2600,Wheatland MS,0,1,0
2591,Wickersham El Sch,0,0,1
0,Lancaster-Lebanon IU 13,0,0,1
2146,Clark El Sch,0,0,1
2163,Hatfield El Sch,0,0,1
4700,Hutchinson El Sch,0,0,1
5146,Laurel Highlands MS,0,1,0
6600,Laurel Highlands SHS,1,0,0
4820,Marshall El Sch,0,0,1
7001,Laurel El Sch,0,0,1
2680,Laurel HS,1,0,0
8432,Laurel MS,0,1,0
4940,Lawrence County CTC,0,0,1
5156,Lebanon County CTC,0,0,1
6616,Harding El Sch,0,0,1
5337,Houck El Sch,0,0,1
2754,Lebanon MS,0,1,0
5155,Lebanon SHS,1,0,0
6894,Northwest El Sch,0,0,1
2746,Southeast El Sch,0,0,1
2743,Southwest El Sch,0,0,1
6579,David Leech El Sch,0,0,1
7923,Leechburg Area HS,1,0,0
8393,Leechburg Area MS,0,1,0
5338,Lehigh Career & Technical Institute,0,0,1
7681,Lehigh Valley Academy Regional CS,1,0,0
7634,Lehigh Valley Charter High School for th,0,0,1
8130,Lehigh Valley Dual Language CS,1,0,0
8439,Lehighton Area Elementary Center,1,0,0
1315,Lehighton Area HS,1,0,0
1314,Lehighton Area MS,0,1,0
4807,Lenape Tech,0,0,1
4665,Donald H Eichhorn MS,0,1,0
4084,Kelly El Sch,0,0,1
4085,Lewisburg HS,1,0,0
4081,Linntown El Sch,0,0,1
8486,Life Male STEAM Academy CS,1,0,0
6940,Laurel Valley El Sch,0,0,1
4442,Ligonier Valley HS,1,0,0
4440,Ligonier Valley MS,0,1,0
5361,Mellon El Sch,0,0,1
7675,Lincoln CS,1,0,0
0,Lincoln IU 12,0,0,1
8125,Lincoln Leadership Academy CS,1,0,0
7859,Lincoln Park Performing Arts CS,1,0,0
8206,Lindley Academy CS at Birney,1,0,0
6786,Line Mountain El Sch,0,0,1
3532,Line Mountain HS,1,0,0
8286,Line Mountain MS,0,1,0
8406,Alloway Creek El Sch,0,0,1
14,Littlestown SHS,1,0,0
13,Maple Avenue MS,0,1,0
1747,Conewago El Sch,0,0,1
1752,East Hanover El Sch,0,0,1
1775,Londonderry El Sch,0,0,1
1776,Lower Dauphin HS,1,0,0
7414,Lower Dauphin MS,0,1,0
1774,Nye El Sch,0,0,1
7844,Price,0,0,1
1797,South Hanover El Sch,0,0,1
3293,Bala-Cynwyd MS,0,1,0
7597,Belmont Hills El Sch,0,0,1
8500,Black Rock MS,0,1,0
3286,Cynwyd Sch,0,0,1
3291,Gladwyne Sch,0,0,1
3296,Harriton SHS,1,0,0
3295,Lower Merion HS,1,0,0
3287,Merion El Sch,0,0,1
3288,Penn Valley Sch,0,0,1
3289,Penn Wynne Sch,0,0,1
3294,Welsh Valley MS,0,1,0
4960,Lower Moreland HS,1,0,0
7212,Murray Avenue Sch,0,0,1
3297,Pine Road El Sch,0,0,1
3036,Donald E. Schick Sch,0,0,1
3037,Loyalsock Twp MS,0,1,0
4828,Loyalsock Twp SHS,1,0,0
7149,Loysville Youth Dev Ctr,0,0,1
0,Luzerne IU 18,0,0,1
7291,Lycoming CTC,0,0,1
7223,Mahanoy Area El Sch,0,0,1
8403,Mahanoy Area JSHS,1,0,0
7549,Manchester Academic CS,1,0,0
8461,Baron EL Sch,0,0,1
8422,Doe Run El Sch,0,0,1
7953,Manheim Central MS,0,1,0
2618,Manheim Central SHS,1,0,0
2619,Brecht Sch,0,0,1
6733,Bucher Sch,0,0,1
8246,Landis Run Intermediate School,0,0,1
2623,Manheim Twp HS,1,0,0
5114,Manheim Twp MS,0,1,0
2621,Neff Sch,0,0,1
4708,Nitrauer Sch,0,0,1
7383,Reidenbaugh El Sch,0,0,1
2620,Schaeffer Sch,0,0,1
7672,Mariana Bracetti Academy CS,1,0,0
2339,Marion Center Area JR/SR HS,1,0,0
8066,Rayne El Sch,0,0,1
8138,W.A. McCreery El Sch,0,0,1
7777,Maritime Academy CS,1,0,0
1898,Culbertson El Sch,0,0,1
1899,Loomis El Sch,0,0,1
1902,Marple Newtown SHS,1,0,0
1901,Paxon Hollow MS,0,1,0
1894,Russell El Sch,0,0,1
1896,Worrall El Sch,0,0,1
7929,Mars Area Centennial Sch,0,0,1
1155,Mars Area El Sch,0,0,1
5363,Mars Area MS,0,1,0
1158,Mars Area Primary Ctr,0,0,1
1159,Mars Area SHS,1,0,0
7574,MAST Community CS,1,0,0
8360,MaST Community CS II,1,0,0
8453,MaST Community CS III,1,0,0
7678,Mastery CHS-Lenfest Campus,1,0,0
8365,Mastery CS John Wister Elementary,1,0,0
8259,Mastery CS-Cleveland Elementary,1,0,0
8208,Mastery CS-Clymer Elementary,1,0,0
8288,Mastery CS-Francis D. Pastorius Elementa,1,0,0
8207,Mastery CS-Gratz Campus,1,0,0
7588,Mastery CS-Hardy Williams,1,0,0
8153,Mastery CS-Harrity Campus,1,0,0
8152,Mastery CS - Mann Campus,1,0,0
7961,Mastery CS-Pickett Campus,1,0,0
7909,Mastery CS -Shoemaker Campus,1,0,0
8151,Mastery CS-Smedley Campus,1,0,0
7910,Mastery CS - Thomas Campus,1,0,0
8427,Mastery Prep Elementary CS,1,0,0
7582,Math Civics and Sciences CS,1,0,0
4248,Claysville El Sch,0,0,1
4244,Joe Walker El Sch,0,0,1
4249,McGuffey HS,1,0,0
6976,McGuffey MS,0,1,0
7673,Founders Hall Middle Sch,0,0,1
8400,Francis McClure El Sch,0,0,1
6105,McKeesport Area SHS,1,0,0
8399,Twin Rivers El Sch,0,0,1
6672,McKeesport Area Tech Ctr,0,0,1
1709,Broad Street El Sch,0,0,1
7837,Elmwood Academy,0,0,1
8008,Kindergarten Academy,0,0,1
5098,Mechanicsburg Area SHS,1,0,0
1715,Mechanicsburg MS,0,1,0
5021,Northside El Sch,0,0,1
1711,Shepherdstown El Sch,0,0,1
4851,Upper Allen El Sch,0,0,1
8257,Memphis Street Academy CS @ JP Jones,1,0,0
3157,Mercer Area El Sch,0,0,1
7792,Mercer Area MS,0,1,0
3158,Mercer Area SHS,1,0,0
6744,Mercer County Career Center,1,0,0
6716,Arcola Intrmd Sch,0,0,1
6845,Arrowhead El Sch,0,0,1
3303,Eagleville El Sch,0,0,1
3305,Methacton HS,1,0,0
8139,Skyview Upper El Sch,0,0,1
5252,Woodland El Sch,0,0,1
7573,Worcester El Sch,0,0,1
6208,Meyersdale Area El Sch,0,0,1
3994,Meyersdale Area HS,1,0,0
7613,Meyersdale Area MS,0,1,0
2423,Mid Valley El Ctr,0,0,1
8304,Mid Valley Secondary Center,1,0,0
5175,Middle Bucks Institute of Technology,0,0,1
8005,Fink El Sch,0,0,1
1788,Kunkel El Sch,0,0,1
1790,Middletown Area HS,1,0,0
1785,Middletown Area MS,0,1,0
7756,Robert Reid El Sch,0,0,1
3961,Middleburg El Sch,0,0,1
3962,Midd-West HS,1,0,0
7799,Midd-West MS,0,1,0
8232,West Snyder El Sch,0,0,1
6566,Midland El/MS,0,1,0
8496,Midland Innovation & Technology CS,1,0,0
0,Midwestern IU 4,0,0,1
8307,Mifflin County Academy of Science and Te,0,0,1
6261,East Derry El Sch,0,0,1
8182,Indian Valley El Sch,0,0,1
8183,Indian Valley Intrmd Sch,0,0,1
7789,Lewistown El Sch,0,0,1
8184,Lewistown Intrmd Sch,0,0,1
8187,Mifflin Co HS,1,0,0
8186,Mifflin Co JHS,1,0,0
8185,Mifflin Co MS,0,1,0
3196,Strodes Mills El Sch,0,0,1
7863,Mifflinburg Area Intrmd Sch,0,0,1
6809,Mifflinburg Area MS,0,1,0
4091,Mifflinburg Area SHS,1,0,0
6360,Mifflinburg El Sch,0,0,1
2053,Asbury El Sch,0,0,1
2054,Belle Valley El Sch,0,0,1
