school_number,number_of_students,number_of_low_income_students,year
6297,681,147,2020
5285,403,192,2020
5283,408,178,2020
5284,498,238,2020
2598,276,240,2020
7182,349,326,2020
2599,714,555,2020
2581,347,313,2020
2589,490,463,2020
2592,458,389,2020
2597,355,258,2020
5056,402,374,2020
2584,496,429,2020
2595,517,472,2020
2596,"2,680","2,305",2020
7922,304,270,2020
6762,444,396,2020
2594,480,430,2020
2587,248,209,2020
2593,497,480,2020
2590,344,263,2020
2600,605,527,2020
2591,343,310,2020
0,681,321,2020
2146,271,206,2020
2163,323,162,2020
4700,331,217,2020
5146,640,399,2020
6600,881,509,2020
4820,271,188,2020
7001,512,127,2020
2680,348,80,2020
8432,161,43,2020
4940,381,206,2020
5156,512,55,2020
6616,613,486,2020
5337,373,283,2020
2754,"1,107",803,2020
5155,"1,404",963,2020
6894,579,493,2020
2746,439,312,2020
2743,484,346,2020
6579,292,138,2020
7923,192,102,2020
8393,152,78,2020
5338,"2,169","1,374",2020
7681,"1,806",857,2020
7634,636,216,2020
8130,452,342,2020
8439,952,503,2020
1315,693,318,2020
1314,542,296,2020
4807,520,227,2020
4665,428,126,2020
4084,544,147,2020
4085,632,162,2020
4081,269,71,2020
6940,213,110,2020
4442,453,152,2020
4440,346,160,2020
5361,405,119,2020
7675,624,615,2020
0,"1,303",778,2020
8125,871,850,2020
7859,752,142,2020
8206,730,614,2020
6786,358,173,2020
3532,366,135,2020
8286,317,151,2020
8406,815,289,2020
14,584,146,2020
13,409,114,2020
1747,214,65,2020
1752,409,117,2020
1775,291,99,2020
1776,"1,165",272,2020
7414,859,232,2020
1774,329,103,2020
7844,8,7,2020
1797,328,41,2020
3293,"1,050",143,2020
7597,455,60,2020
3286,560,51,2020
3291,699,60,2020
3296,"1,275",159,2020
3295,"1,568",242,2020
3287,579,56,2020
3288,638,86,2020
3289,760,101,2020
3294,"1,011",142,2020
4960,808,132,2020
7212,591,91,2020
3297,"1,009",120,2020
3036,705,302,2020
3037,343,153,2020
4828,479,174,2020
7149,53,53,2020
0,414,270,2020
7291,278,104,2020
7574,"1,482",608,2020
8360,"1,310",704,2020
8453,"1,017","1,017",2020
7223,513,383,2020
8403,384,273,2020
7549,383,280,2020
8461,361,162,2020
8422,679,251,2020
7953,895,342,2020
2618,972,317,2020
2619,263,86,2020
6733,379,153,2020
8246,923,259,2020
2623,"1,841",555,2020
5114,956,276,2020
2621,311,68,2020
4708,428,118,2020
7383,440,91,2020
2620,303,106,2020
7672,"1,484","1,484",2020
2339,586,280,2020
8066,306,158,2020
8138,329,183,2020
7777,959,751,2020
1898,500,78,2020
1899,427,99,2020
1902,"1,104",286,2020
1901,850,190,2020
1894,324,67,2020
1896,398,63,2020
7929,457,50,2020
1155,798,89,2020
5363,514,41,2020
1158,503,22,2020
1159,"1,033",48,2020
7678,618,476,2020
8365,505,453,2020
8259,718,639,2020
8208,476,402,2020
8288,626,518,2020
8207,"1,332","1,150",2020
7588,"1,235",968,2020
8153,849,710,2020
8152,546,402,2020
7961,933,848,2020
7909,781,641,2020
8151,784,674,2020
7910,"1,316","1,003",2020
8427,406,330,2020
7582,"1,013",795,2020
4248,474,200,2020
4244,186,78,2020
4249,473,187,2020
6976,363,143,2020
7673,784,562,2020
8400,588,384,2020
6105,978,589,2020
8399,696,574,2020
6672,208,121,2020
1709,231,74,2020
7837,705,249,2020
8008,292,104,2020
5098,"1,219",361,2020
1715,"1,030",377,2020
5021,260,100,2020
1711,232,96,2020
4851,323,113,2020
8257,625,416,2020
3157,497,213,2020
7792,170,74,2020
3158,314,124,2020
6744,401,210,2020
6716,767,112,2020
6845,382,36,2020
3303,369,92,2020
3305,"1,547",218,2020
8139,727,111,2020
5252,438,56,2020
7573,391,51,2020
6208,311,180,2020
3994,286,155,2020
7613,182,98,2020
2423,972,484,2020
8304,842,423,2020
3962,812,360,2020
7799,297,133,2020
3961,502,251,2020
8232,367,207,2020
5175,842,231,2020
8005,224,143,2020
1788,410,193,2020
1790,656,291,2020
1785,633,335,2020
7756,449,277,2020
6566,256,163,2020
0,30,3,2020
8307,343,192,2020
6261,258,135,2020
8182,412,180,2020
8183,192,79,2020
7789,505,396,2020
8184,435,262,2020
8187,"1,158",479,2020
8186,742,335,2020
8185,750,390,2020
3196,227,112,2020
7863,428,201,2020
6809,408,207,2020
4091,598,238,2020
6360,423,180,2020
2053,523,164,2020
2054,567,260,2020
4724,339,146,2020
5329,592,238,2020
4954,563,249,2020
8071,"2,194",857,2020
2059,462,260,2020
7384,512,156,2020
2062,532,288,2020
1793,318,133,2020
6682,193,83,2020
1794,235,83,2020
7064,314,117,2020
1623,256,100,2020
5353,632,401,2020
6863,464,277,2020
3541,632,351,2020
3537,225,126,2020
4836,103,25,2020
6699,475,219,2020
6583,520,252,2020
7108,786,380,2020
8404,226,89,2020
2686,461,181,2020
6635,527,328,2020
4444,374,263,2020
7399,159,114,2020
6181,218,129,2020
6605,626,308,2020
1164,566,258,2020
6674,"1,010",481,2020
7800,559,287,2020
3039,539,288,2020
3040,391,219,2020
0,347,162,2020
8177,923,224,2020
8418,"1,133",280,2020
5017,887,204,2020
5343,593,194,2020
3044,234,84,2020
3042,412,139,2020
3045,620,185,2020
5354,260,108,2020
6421,360,169,2020
4044,582,229,2020
240,576,95,2020
7441,368,71,2020
8347,210,61,2020
7952,190,16,2020
8253,575,152,2020
8254,612,154,2020
4951,"1,204",265,2020
8370,196,89,2020
8112,196,128,2020
8381,417,271,2020
8380,198,136,2020
6929,389,210,2020
1550,391,198,2020
7498,789,554,2020
6936,425,239,2020
8135,250,154,2020
4454,61,21,2020
4458,620,272,2020
7791,310,136,2020
4455,499,229,2020
4457,451,214,2020
2297,286,161,2020
7944,378,183,2020
7733,287,43,2020
2291,256,146,2020
7339,475,222,2020
4049,418,165,2020
249,252,27,2020
251,275,34,2020
248,350,44,2020
250,283,17,2020
7535,637,81,2020
246,413,84,2020
247,305,15,2020
7534,642,90,2020
254,"1,801",227,2020
245,392,57,2020
8006,874,581,2020
4919,"1,063",591,2020
6610,"1,041",641,2020
827,"1,023",659,2020
7546,281,178,2020
3048,496,173,2020
3047,467,158,2020
8054,376,54,2020
8055,356,73,2020
3495,"1,528",291,2020
8053,"1,052",231,2020
3494,794,186,2020
8056,557,165,2020
5154,554,82,2020
7128,648,197,2020
1069,450,156,2020
7380,"1,315",381,2020
1071,495,172,2020
6455,"2,677",811,2020
1077,942,354,2020
1076,713,248,2020
1072,418,140,2020
8374,750,222,2020
2689,584,134,2020
2688,628,160,2020
6720,603,439,2020
695,389,253,2020
694,326,230,2020
8319,774,738,2020
8284,709,603,2020
2704,778,543,2020
7164,731,557,2020
7762,151,59,2020
7649,"1,497",961,2020
1084,499,47,2020
1082,211,17,2020
7561,331,34,2020
7830,261,27,2020
8321,309,203,2020
4466,144,97,2020
8322,573,427,2020
8323,852,581,2020
5260,422,240,2020
7930,319,141,2020
7931,231,119,2020
7566,47,11,2020
3263,404,306,2020
3265,923,655,2020
3321,812,645,2020
5080,396,327,2020
3318,335,254,2020
3408,581,435,2020
6729,"2,004","1,292",2020
5253,507,300,2020
8313,232,179,2020
6998,145,116,2020
3320,773,632,2020
7364,499,397,2020
263,488,19,2020
5108,668,89,2020
265,377,14,2020
6603,373,42,2020
266,444,11,2020
270,539,27,2020
7346,903,36,2020
7379,764,44,2020
268,772,103,2020
8305,"2,730",224,2020
269,419,35,2020
7151,35,0,2020
5139,320,138,2020
1489,280,114,2020
4946,305,153,2020
6145,505,203,2020
6144,346,178,2020
7360,425,195,2020
8142,523,133,2020
8052,650,152,2020
6106,"1,101",322,2020
7101,"1,325",396,2020
291,564,109,2020
290,443,160,2020
4958,"1,010",390,2020
7406,501,79,2020
6907,458,99,2020
4831,570,199,2020
7314,560,75,2020
5344,480,298,2020
3379,424,183,2020
3309,543,306,2020
3275,554,193,2020
4830,648,95,2020
5345,"3,020","1,043",2020
3325,416,87,2020
3280,509,291,2020
3322,867,204,2020
3324,"1,285",528,2020
3323,886,339,2020
7407,546,155,2020
3278,251,110,2020
8097,266,68,2020
8098,546,194,2020
2446,923,306,2020
8099,459,154,2020
5233,707,257,2020
7950,996,433,2020
3883,994,451,2020
4837,368,176,2020
7259,342,137,2020
3988,308,121,2020
7430,851,389,2020
5062,472,227,2020
3499,456,144,2020
3500,382,106,2020
3505,"1,864",576,2020
5258,"1,287",451,2020
5209,321,185,2020
964,354,168,2020
0,105,79,2020
4572,291,101,2020
7375,235,94,2020
4578,660,238,2020
4577,"1,143",368,2020
5272,337,144,2020
7962,439,160,2020
7644,436,156,2020
4576,273,121,2020
7167,418,178,2020
8436,281,107,2020
8435,190,77,2020
6859,268,180,2020
6201,361,181,2020
6860,267,153,2020
2758,138,39,2020
2755,211,72,2020
2757,449,157,2020
2756,171,49,2020
8310,528,159,2020
2760,683,193,2020
6829,248,85,2020
2818,478,159,2020
2813,347,161,2020
6727,456,170,2020
6931,287,169,2020
3875,195,127,2020
6908,427,179,2020
6371,299,215,2020
4058,333,180,2020
4060,480,300,2020
4057,328,209,2020
6373,563,301,2020
6816,435,254,2020
4579,442,69,2020
4581,272,96,2020
6345,"1,059",239,2020
6346,736,180,2020
7572,441,102,2020
4580,216,82,2020
30,248,140,2020
6977,339,202,2020
53,455,273,2020
6353,223,122,2020
2958,455,232,2020
2955,285,151,2020
2956,211,105,2020
0,239,0,2020
6449,399,81,2020
2821,716,129,2020
7353,507,98,2020
2819,374,53,2020
5144,331,189,2020
6146,330,195,2020
6745,422,232,2020
2070,206,110,2020
7856,783,589,2020
8101,542,122,2020
7758,794,200,2020
4482,838,168,2020
4717,"1,619",285,2020
7757,429,171,2020
5270,427,78,2020
7716,455,54,2020
1414,"1,078",439,2020
1413,308,154,2020
8004,310,140,2020
7656,418,200,2020
4115,384,132,2020
7215,569,298,2020
4931,626,301,2020
8235,171,69,2020
4116,92,0,2020
2448,486,223,2020
2449,446,172,2020
7378,599,167,2020
6319,378,109,2020
6318,511,96,2020
8205,"1,753","1,280",2020
3876,184,106,2020
3877,88,47,2020
7753,86,52,2020
3106,274,144,2020
3107,296,146,2020
7304,517,105,2020
7198,519,131,2020
7197,533,73,2020
6487,563,146,2020
1406,"1,716",304,2020
5010,916,182,2020
7994,581,51,2020
8063,414,142,2020
8064,500,206,2020
6624,167,62,2020
6623,475,196,2020
1420,"1,242",347,2020
1418,555,184,2020
7063,211,54,2020
1094,496,82,2020
7312,325,74,2020
1091,226,51,2020
6456,143,38,2020
4734,467,117,2020
7140,296,92,2020
7993,144,79,2020
7172,398,173,2020
1319,276,80,2020
2761,342,87,2020
8157,572,112,2020
8162,236,90,2020
2765,827,233,2020
2766,"1,183",265,2020
2764,351,92,2020
7985,751,604,2020
1322,542,365,2020
8349,403,300,2020
8348,730,329,2020
2824,485,133,2020
4672,480,143,2020
8141,473,81,2020
2823,368,93,2020
6801,370,65,2020
2827,479,165,2020
7604,959,322,2020
2829,"3,187",884,2020
2826,521,110,2020
2825,454,167,2020
7603,"1,276",350,2020
8474,480,143,2020
5274,938,400,2020
8308,99,10,2020
6439,507,175,2020
3511,376,178,2020
5351,590,274,2020
1213,561,210,2020
7139,215,106,2020
6990,491,206,2020
6202,97,21,2020
1255,204,98,2020
8160,419,209,2020
5019,713,474,2020
8327,"1,331",868,2020
309,"1,125",791,2020
7141,615,265,2020
2516,327,141,2020
2629,329,143,2020
2626,631,335,2020
2627,294,82,2020
7410,476,234,2020
2628,299,128,2020
5238,376,159,2020
2633,"1,674",667,2020
2634,338,155,2020
1911,476,132,2020
1910,359,74,2020
5143,794,206,2020
1912,248,99,2020
5223,404,50,2020
1915,"1,051",316,2020
6185,410,91,2020
6186,248,52,2020
4490,425,90,2020
4492,560,88,2020
6648,"1,310",223,2020
6187,369,32,2020
7111,201,77,2020
6189,312,63,2020
1630,407,231,2020
1629,404,200,2020
6137,436,221,2020
6942,458,228,2020
7278,430,183,2020
6136,433,158,2020
1053,441,80,2020
1054,376,71,2020
1055,409,96,2020
1097,459,190,2020
4681,611,147,2020
1100,"2,370",553,2020
7957,608,148,2020
1099,451,164,2020
1098,313,88,2020
1052,410,87,2020
7260,321,91,2020
7028,355,180,2020
2345,413,196,2020
1347,213,72,2020
1346,100,50,2020
6847,406,159,2020
6231,680,198,2020
7519,499,47,2020
7308,713,190,2020
4853,501,37,2020
1111,566,136,2020
7465,267,88,2020
1109,363,70,2020
1107,434,162,2020
1106,392,126,2020
1101,407,167,2020
4682,"2,891",702,2020
1116,755,196,2020
1102,446,52,2020
8441,10,6,2020
1112,339,149,2020
1113,961,226,2020
7650,"10,901","3,968",2020
7821,"1,412",809,2020
7819,"5,071","1,753",2020
7687,"2,714","1,462",2020
7685,530,438,2020
8037,463,270,2020
2649,481,221,2020
6300,242,139,2020
2648,277,157,2020
7459,501,81,2020
3328,"1,793",274,2020
3326,694,84,2020
7794,588,127,2020
7766,444,138,2020
7554,604,57,2020
3327,495,97,2020
7770,594,479,2020
7594,639,25,2020
7393,890,54,2020
5083,"1,326",90,2020
4256,613,50,2020
4255,465,18,2020
7587,"1,161",565,2020
7904,"1,101",618,2020
7256,459,178,2020
5292,404,355,2020
3758,860,685,2020
6823,393,313,2020
7024,307,213,2020
3804,469,396,2020
3805,283,133,2020
8039,653,257,2020
3618,492,276,2020
6824,"1,506",792,2020
8029,555,489,2020
3732,526,439,2020
3847,454,346,2020
5183,548,483,2020
3662,394,345,2020
3663,352,299,2020
7070,630,415,2020
3620,318,255,2020
3745,734,489,2020
3684,362,288,2020
6529,522,387,2020
3601,443,392,2020
8332,397,288,2020
7230,725,565,2020
7023,918,424,2020
3602,458,390,2020
7404,372,325,2020
3848,"2,416",978,2020
3622,502,396,2020
6767,316,273,2020
3782,414,370,2020
3760,459,229,2020
7905,398,282,2020
6525,306,247,2020
5122,463,250,2020
7239,383,343,2020
5123,460,405,2020
6996,744,332,2020
3762,307,214,2020
3706,410,319,2020
7175,761,672,2020
4727,940,527,2020
3786,426,373,2020
3763,771,584,2020
3841,986,827,2020
3726,235,119,2020
5040,536,472,2020
3687,261,225,2020
3849,"1,132",865,2020
3688,642,576,2020
3738,296,224,2020
3709,314,262,2020
7235,"1,139",746,2020
7226,541,435,2020
3816,934,619,2020
3751,627,510,2020
7368,624,500,2020
3739,681,525,2020
6913,243,193,2020
3781,804,511,2020
3764,"1,066",826,2020
3765,492,258,2020
3803,"1,336",742,2020
3850,898,646,2020
3851,461,378,2020
7231,695,539,2020
6822,861,567,2020
3708,543,385,2020
3818,697,426,2020
7664,616,231,2020
3625,207,183,2020
3776,365,317,2020
3843,836,520,2020
4726,800,259,2020
5186,663,84,2020
5120,388,236,2020
5185,429,374,2020
7242,804,662,2020
6528,396,345,2020
5125,445,399,2020
3712,489,207,2020
5187,405,368,2020
7229,673,349,2020
3766,676,486,2020
3742,778,592,2020
3713,367,219,2020
3743,236,210,2020
3693,529,461,2020
3642,567,320,2020
7227,265,191,2020
5041,714,391,2020
3714,456,209,2020
7963,"1,013",811,2020
3645,272,233,2020
3626,313,268,2020
5294,443,374,2020
8389,446,404,2020
7852,509,421,2020
8388,475,365,2020
7855,467,377,2020
7228,417,331,2020
6675,521,402,2020
3647,548,420,2020
3670,422,310,2020
7811,350,195,2020
3744,631,498,2020
6530,504,380,2020
3664,352,302,2020
3845,"1,962","1,351",2020
3717,372,248,2020
4732,380,330,2020
4961,919,561,2020
3718,281,246,2020
6533,315,284,2020
7232,651,518,2020
3694,271,228,2020
3797,295,262,2020
7521,678,566,2020
3842,663,536,2020
3808,"1,204",255,2020
3769,"2,154","1,463",2020
3648,685,255,2020
3719,331,231,2020
6534,571,493,2020
3629,301,253,2020
5293,376,343,2020
3611,315,286,2020
3630,341,307,2020
6768,698,507,2020
3649,549,73,2020
7022,262,203,2020
3720,375,265,2020
3798,435,383,2020
3697,260,191,2020
3770,"1,083",745,2020
4868,208,176,2020
3749,647,529,2020
6535,454,391,2020
7815,395,302,2020
7522,599,520,2020
3650,510,323,2020
3855,"3,348","2,049",2020
3750,827,633,2020
6960,288,184,2020
7472,213,177,2020
3857,446,328,2020
7782,492,263,2020
6548,266,167,2020
7808,316,226,2020
3613,411,354,2020
7780,312,230,2020
3675,286,254,2020
7706,576,161,2020
8293,484,408,2020
3722,350,300,2020
3616,422,337,2020
8385,57,44,2020
8386,90,77,2020
7850,376,282,2020
3801,574,384,2020
5121,476,417,2020
3783,229,141,2020
6765,469,389,2020
7813,459,346,2020
3771,631,433,2020
3614,439,381,2020
8292,485,421,2020
3701,453,379,2020
8296,467,406,2020
3724,365,303,2020
3844,773,530,2020
3668,267,191,2020
6539,344,264,2020
3861,527,317,2020
7245,398,321,2020
7903,750,555,2020
7906,503,168,2020
8387,354,203,2020
3653,425,329,2020
3725,467,232,2020
3702,173,151,2020
3800,436,381,2020
3773,"1,140",791,2020
3859,656,483,2020
3654,939,682,2020
3655,254,201,2020
7234,"1,263",984,2020
3635,314,218,2020
4963,495,435,2020
3727,419,356,2020
7255,172,140,2020
3753,461,397,2020
7072,769,453,2020
3657,512,392,2020
3755,455,394,2020
8331,247,199,2020
8298,630,2,2020
8330,672,312,2020
8329,282,234,2020
8328,229,183,2020
8297,342,282,2020
8294,371,252,2020
8440,353,298,2020
3835,480,391,2020
7225,253,214,2020
6527,"1,536",889,2020
7663,540,411,2020
3615,259,218,2020
5124,572,500,2020
3703,312,285,2020
3860,372,287,2020
3728,147,101,2020
6544,600,527,2020
7253,"1,385",931,2020
5188,326,284,2020
7233,476,381,2020
7737,643,489,2020
8454,268,192,2020
7828,190,133,2020
7647,"2,595","1,462",2020
6239,283,130,2020
1555,422,194,2020
1560,502,198,2020
8301,371,161,2020
1430,288,161,2020
8395,498,131,2020
1426,"1,248",375,2020
1425,954,270,2020
8396,577,163,2020
4841,436,102,2020
3910,530,227,2020
5262,513,213,2020
3909,498,217,2020
7999,"1,028",61,2020
7998,324,28,2020
315,"1,428",86,2020
314,714,41,2020
7997,417,31,2020
7996,538,22,2020
8203,704,586,2020
409,"1,430",554,2020
7616,171,144,2020
7615,641,412,2020
7878,382,335,2020
7886,150,120,2020
7889,305,252,2020
7501,245,140,2020
6019,377,242,2020
6915,"1,179",792,2020
7868,466,237,2020
8106,863,218,2020
326,580,336,2020
412,660,443,2020
7913,132,88,2020
7692,283,183,2020
6022,815,202,2020
330,433,311,2020
6811,183,121,2020
6024,449,205,2020
8204,628,545,2020
6026,329,237,2020
400,200,175,2020
6028,365,168,2020
7880,366,343,2020
8255,503,444,2020
6042,384,262,2020
7870,197,177,2020
6044,197,139,2020
7871,197,166,2020
7881,257,168,2020
8108,227,211,2020
8110,330,277,2020
363,298,216,2020
351,303,61,2020
365,588,490,2020
8105,859,449,2020
6047,105,86,2020
8300,100,1,2020
416,363,290,2020
395,257,134,2020
6664,62,31,2020
7742,262,210,2020
379,247,156,2020
8107,596,231,2020
7693,338,216,2020
7888,462,345,2020
7916,43,32,2020
7362,120,101,2020
7039,295,214,2020
7884,266,190,2020
7876,197,181,2020
7694,166,103,2020
7877,209,158,2020
7885,161,102,2020
7502,192,125,2020
7730,432,247,2020
6385,"1,024",557,2020
5058,"1,007",482,2020
6622,696,406,2020
7434,980,393,2020
3210,"1,417",463,2020
7660,813,336,2020
7183,582,238,2020
427,470,122,2020
8354,532,103,2020
5105,621,129,2020
7193,752,169,2020
435,"1,161",227,2020
7482,701,294,2020
8236,"1,038",652,2020
3216,"1,281",503,2020
8010,599,245,2020
7738,"1,624",965,2020
7867,759,489,2020
7739,930,280,2020
8281,767,291,2020
3214,568,287,2020
7055,492,322,2020
3111,390,203,2020
7984,408,212,2020
1270,398,198,2020
3334,677,310,2020
6746,743,340,2020
3338,"1,020",412,2020
3337,363,127,2020
3336,257,79,2020
3345,345,270,2020
3339,324,220,2020
3341,345,264,2020
3346,972,691,2020
3348,863,546,2020
3342,332,233,2020
3915,748,473,2020
5265,713,387,2020
3924,941,411,2020
8260,205,202,2020
7540,627,406,2020
8129,847,730,2020
7848,377,293,2020
8306,275,260,2020
7772,571,495,2020
7831,351,304,2020
7832,778,622,2020
8193,381,347,2020
8218,250,218,2020
